"1733760599,""21,577000"",""34,498748"""
"1733760600,""21,591999"",""34,500464"""
"1733760601,""21,589001"",""34,500464"""
"1733760602,""21,582001"",""34,496812"""
"1733760603,""21,601999"",""34,497272"""
"1733760604,""21,601999"",""34,502028"""
"1733760605,""21,586000"",""34,502028"""
"1733760606,""21,586000"",""34,501016"""
"1733760607,""21,586000"",""34,499432"""
"1733760608,""21,593000"",""34,498448"""
"1733760609,""21,596001"",""34,498448"""
"1733760610,""21,591000"",""34,500952"""
"1733760611,""21,591000"",""34,498572"""
"1733760612,""21,591000"",""34,498320"""
"1733760613,""21,584999"",""34,498320"""
"1733760614,""21,580999"",""34,499644"""
"1733760615,""21,580999"",""34,496236"""
"1733760616,""21,590000"",""34,499864"""
"1733760617,""21,577000"",""34,499864"""
"1733760618,""21,579000"",""34,499848"""
"1733760619,""21,579000"",""34,499192"""
"1733760620,""21,576000"",""34,501156"""
"1733760621,""21,593000"",""34,501156"""
"1733760622,""21,580999"",""34,499380"""
"1733760623,""21,580999"",""34,500032"""
"1733760624,""21,577000"",""34,501528"""
"1733760625,""21,584000"",""34,501528"""
"1733760626,""21,584999"",""34,498896"""
"1733760627,""21,584999"",""34,499344"""
"1733760628,""21,584000"",""34,499188"""
"1733760629,""21,587000"",""34,499188"""
"1733760630,""21,573999"",""34,498656"""
"1733760631,""21,573999"",""34,498792"""
"1733760632,""21,579000"",""34,497684"""
"1733760633,""21,582001"",""34,497684"""
"1733760634,""21,582001"",""34,499332"""
"1733760635,""21,580000"",""34,497644"""
"1733760636,""21,580000"",""34,497644"""
"1733760637,""21,583000"",""34,497980"""
"1733760638,""21,583000"",""34,498840"""
"1733760639,""21,576000"",""34,499520"""
"1733760640,""21,570000"",""34,499520"""
"1733760641,""21,584999"",""34,496324"""
"1733760642,""21,584999"",""34,498060"""
"1733760643,""21,575001"",""34,500376"""
"1733760644,""21,582001"",""34,500376"""
"1733760645,""21,573999"",""34,498992"""
"1733760646,""21,573999"",""34,497392"""
"1733760647,""21,577000"",""34,497000"""
"1733760648,""21,584999"",""34,497000"""
"1733760649,""21,584999"",""34,498888"""
"1733760650,""21,584999"",""34,498984"""
"1733760651,""21,582001"",""34,499624"""
"1733760652,""21,577000"",""34,499624"""
"1733760653,""21,582001"",""34,496340"""
"1733760654,""21,582001"",""34,499992"""
"1733760655,""21,577999"",""34,498496"""
"1733760656,""21,580999"",""34,498496"""
"1733760657,""21,572001"",""34,495036"""
"1733760658,""21,572001"",""34,497656"""
"1733760659,""21,586000"",""34,498144"""
"1733760660,""21,573000"",""34,498144"""
"1733760661,""21,584999"",""34,500576"""
"1733760662,""21,584999"",""34,499368"""
"1733760663,""21,579000"",""34,495440"""
"1733760664,""21,576000"",""34,495440"""
"1733760665,""21,582001"",""34,494572"""
"1733760666,""21,582001"",""34,497472"""
"1733760667,""21,580000"",""34,498800"""
"1733760668,""21,575001"",""34,498800"""
"1733760669,""21,584000"",""34,497220"""
"1733760670,""21,584000"",""34,500016"""
"1733760671,""21,572001"",""34,499452"""
"1733760672,""21,577999"",""34,499452"""
"1733760673,""21,577999"",""34,500840"""
"1733760674,""21,586000"",""34,498448"""
"1733760675,""21,580000"",""34,498448"""
"1733760676,""21,573999"",""34,498520"""
"1733760677,""21,573999"",""34,498096"""
"1733760678,""21,582001"",""34,499180"""
"1733760679,""21,576000"",""34,499180"""
"1733760680,""21,580999"",""34,503484"""
"1733760681,""21,580999"",""34,498996"""
"1733760682,""21,584999"",""34,501260"""
"1733760683,""21,577999"",""34,501260"""
"1733760684,""21,587000"",""34,498344"""
"1733760685,""21,587000"",""34,497504"""
"1733760686,""21,586000"",""34,502176"""
"1733760687,""21,587000"",""34,502176"""
"1733760688,""21,577000"",""34,498716"""
"1733760689,""21,577000"",""34,500356"""
"1733760690,""21,580000"",""34,498396"""
"1733760691,""21,579000"",""34,498396"""
"1733760692,""21,583000"",""34,497756"""
"1733760693,""21,583000"",""34,498504"""
"1733760694,""21,580000"",""34,497688"""
"1733760695,""21,573999"",""34,497688"""
"1733760696,""21,570999"",""34,496576"""
"1733760697,""21,570999"",""34,501476"""
"1733760698,""21,569000"",""34,496416"""
"1733760699,""21,570000"",""34,496416"""
"1733760700,""21,589001"",""34,499916"""
"1733760701,""21,589001"",""34,498008"""
"1733760702,""21,580000"",""34,497976"""
"1733760703,""21,584000"",""34,497976"""
"1733760704,""21,580999"",""34,499232"""
"1733760705,""21,580999"",""34,497784"""
"1733760706,""21,576000"",""34,497300"""
"1733760707,""21,576000"",""34,497300"""
"1733760708,""21,570999"",""34,498848"""
"1733760709,""21,570999"",""34,500292"""
"1733760710,""21,580999"",""34,500292"""
"1733760711,""21,573999"",""34,497976"""
"1733760712,""21,573999"",""34,499868"""
"1733760713,""21,569000"",""34,499080"""
"1733760714,""21,577000"",""34,499080"""
"1733760715,""21,563000"",""34,498376"""
"1733760716,""21,563000"",""34,495416"""
"1733760717,""21,577999"",""34,492272"""
"1733760718,""21,561001"",""34,492272"""
"1733760719,""21,556999"",""34,491572"""
"1733760720,""21,556999"",""34,490720"""
"1733760721,""21,544001"",""34,485104"""
"1733760722,""21,541000"",""34,485104"""
"1733760723,""21,528999"",""34,482080"""
"1733760724,""21,528999"",""34,477576"""
"1733760725,""21,503000"",""34,475656"""
"1733760726,""21,500000"",""34,475656"""
"1733760727,""21,485001"",""34,475636"""
"1733760728,""21,485001"",""34,470420"""
"1733760729,""21,473000"",""34,470404"""
"1733760730,""21,452999"",""34,470404"""
"1733760731,""21,441999"",""34,471128"""
"1733760732,""21,441999"",""34,470436"""
"1733760733,""21,427999"",""34,473884"""
"1733760734,""21,430000"",""34,473884"""
"1733760735,""21,407000"",""34,473952"""
"1733760736,""21,407000"",""34,475424"""
"1733760737,""21,385000"",""34,473512"""
"1733760738,""21,385000"",""34,473512"""
"1733760739,""21,372000"",""34,471944"""
"1733760740,""21,372000"",""34,471452"""
"1733760741,""21,358999"",""34,475144"""
"1733760742,""21,348000"",""34,475144"""
"1733760743,""21,341000"",""34,477616"""
"1733760744,""21,341000"",""34,474916"""
"1733760745,""21,332001"",""34,474340"""
"1733760746,""21,327000"",""34,474340"""
"1733760747,""21,327000"",""34,472304"""
"1733760748,""21,320999"",""34,469764"""
